controller,model_seed,test_seed,horizon_hours,scenario_hours,event_count,override_events,episode_wall_time_s,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,total_cost_eur,normalized_cost_eur_per_720h,captured_t,stored_t,vented_t,normalized_vented_t_per_720h,storage_rate,unit_cost_eur_per_captured_t
fixed_assignment,,9000045,720,8928,,,1.0191434510052204,2198833.9632595177,282434.1630043397,2481268.1262638574,2481268.1262638574,127713.52070975435,100839.39036524988,10528.407728581555,10528.407728581555,0.7895749001738083,19.428390294735223
fixed_assignment,,9000046,720,8928,,,0.6344521469436586,2382895.99552004,281819.19121729245,2664715.1867373325,2664715.1867373325,127596.26918280081,100409.3729327171,12744.07115654944,12744.07115654944,0.7869303199521108,20.883958471542204
fixed_assignment,,9000047,720,8928,,,1.196968517266214,2032931.3612586823,288964.32115895074,2321895.682417633,2321895.682417633,121866.25958169623,100497.0428096763,8792.66398150464,8792.66398150464,0.8246502613162218,19.05281814989234
fixed_assignment,,9000048,720,8928,,,0.8988262871280313,3008238.8790921327,268260.4399958271,3276499.31908796,3276499.31908796,131662.38148080566,89660.3209608136,20781.788038544095,20781.788038544095,0.6809866261904481,24.885614875237714
fixed_assignment,,9000049,720,8928,,,0.9742773449979722,2042751.7961690817,275121.88699690736,2317873.683165989,2317873.683165989,125530.02864371562,89346.1674037928,9847.053518220493,9847.053518220493,0.7117513504069906,18.46469492765489
fixed_assignment,,9000050,720,8928,,,1.3302155979909003,2407207.121092465,268475.6138497694,2675682.734942234,2675682.734942234,129284.98392580278,100353.100676697,12737.21707046051,12737.21707046051,0.7762162134334958,20.696005473286984
fixed_assignment,,9000051,720,8928,,,1.3714137049391866,2187575.032464848,313416.6590604473,2500991.6915252954,2500991.6915252954,126255.53709801471,95409.74567997566,10437.204754606228,10437.204754606228,0.7556876147610632,19.80896639474691
fixed_assignment,,9000052,720,8928,,,0.8213256350718439,2310560.080005282,265785.28047311143,2576345.3604783937,2576345.3604783937,131114.0303947276,101204.93016440663,11896.457094573636,11896.457094573636,0.7718848231552519,19.649654218714296
fixed_assignment,,9000053,720,8928,,,1.3826372059993446,2193329.0679017776,270279.3563906195,2463608.424292397,2463608.424292397,127062.03528555942,97147.82488006803,10455.381214858748,10455.381214858748,0.7645700359020525,19.38902063669671
fixed_assignment,,9000054,720,8928,,,1.357422221917659,2625614.2574822367,238839.98981915088,2864454.2473013876,2864454.2473013876,125438.49962236239,92247.02707152352,15471.088647947881,15471.088647947881,0.7353964480541212,22.83552701861822
fixed_assignment,,9000055,720,8928,,,1.1318320129066706,2582014.3240514733,282086.7144195737,2864101.038471047,2864101.038471047,123383.04270529884,89412.12253850498,15288.442469144435,15288.442469144435,0.7246710777919976,23.21308484272
fixed_assignment,,9000056,720,8928,,,1.1458051782101393,2637268.9263215624,260288.34898428933,2897557.275305852,2897557.275305852,126597.58637664591,88266.68495370803,15391.95177880538,15391.95177880538,0.6972224943617964,22.887934582616804
fixed_assignment,,9000057,720,8928,,,0.5959074022248387,3069875.908355089,267134.7987435273,3337010.7070986163,3337010.7070986163,138818.49036983738,100674.2266252767,21151.01594761976,21151.01594761976,0.7252220245088568,24.038661551557148
fixed_assignment,,9000058,720,8928,,,1.0632177200168371,2229219.273083746,295024.4895949987,2524243.7626787447,2524243.7626787447,131799.9311727588,97916.36579383248,10852.013205032994,10852.013205032994,0.7429166686398878,19.152087108225064
fixed_assignment,,9000059,720,8928,,,1.1209462019614875,2087088.6414130554,251247.36646967966,2338336.007882735,2338336.007882735,129570.19979024788,103793.74931565706,8102.757804939674,8102.757804939674,0.8010618914201065,18.046865804545362
fixed_assignment,,9000060,720,8928,,,0.6866500042378902,2865854.977959538,291765.2893538897,3157620.2673134278,3157620.267313428,132046.44942872762,86593.07326735885,19379.560390294064,19379.560390294064,0.6557773695694685,23.912950942446663
fixed_assignment,,9000031,8760,8928,,,240.60646499879658,36394680.15677764,316811.61241907935,36711491.76919672,3017382.885139456,1569787.9989018934,1299630.1405812274,245022.8993830625,20138.868442443494,0.8279016921331744,23.386273684648717
fixed_assignment,,9000032,8760,8928,,,179.74232079600915,36193731.35737406,262575.68610727414,36456307.043481335,2996408.7980943564,1587320.758303226,1328874.7079057542,240227.55580145383,19744.730613818123,0.8371809547342285,22.967196045776834
fixed_assignment,,9000033,8760,8928,,,216.06601935904473,40142924.5974989,278428.2872949516,40421352.884793855,3322302.9768323717,1611713.8568818646,1296860.7962698205,293657.58645665494,24136.23998273876,0.8046470474472553,25.07973280256823
fixed_assignment,,9000034,8760,8928,,,207.0507213328965,37781639.78933586,258289.5194123886,38039929.30874825,3126569.5322258836,1591021.0156239818,1301819.320188831,263250.8382226588,21637.055196382917,0.818228865241149,23.90913063698872
fixed_assignment,,9000035,8760,8928,,,214.43059995304793,38458758.16624193,275254.82816271385,38734012.994404644,3183617.506389423,1588969.2418607417,1298475.9808922189,272752.1025517462,22417.98103165037,0.8171813189861721,24.376817356795204
fixed_assignment,,9000036,8760,8928,,,239.42748539382592,39496819.44884705,283848.9976844601,39780668.446531504,3269643.981906699,1603817.1227270185,1297428.946420459,284554.3611513015,23388.029683668614,0.8089631467547881,24.803743446067738
fixed_assignment,,9000037,8760,8928,,,155.80898711597547,39665670.57536,255400.87591787137,39921071.451277874,3281183.9548995513,1622585.343824184,1323628.665658812,284064.04849919444,23347.73001363242,0.8157528790067972,24.603372391611803
fixed_assignment,,9000038,8760,8928,,,236.92972526233643,36799246.51296678,280685.58084303373,37079932.09380981,3047665.6515460117,1591884.2620774736,1324312.3422371768,248524.22110431883,20426.648309944012,0.8319149662984264,23.293108033758056
